"COD_EMPRESA","NUM_PEDIDO","NUM_SEQUENCIA","DEN_TEXTO_1","DEN_TEXTO_2","DEN_TEXTO_3","DEN_TEXTO_4","DEN_TEXTO_5"
"01",27753,0,"*P.E: E : 40  DIAS A CONTAR DA DATA DO PEDIDO*                              ",(null),(null),(null),(null)
"01",31131,0,"DADOS PARA DEPOSITO BANCO DAYCOVAL (707)AG. 0001 -   C/C ? 000735625-2      ","PRAZO DE ENTREGA 45 DIAS A CONTAR DA DATA DO PEDIDO.                        ",(null),(null),(null)
"01",28782,0,"1) CERT. ANALISE QUIMICA / PROPRIEDADE MEC¬NICA                             ","2) MATERIAL N1 - R$ 14,30/KG                                                ","3) P.E: 25 DIAS A CONTAR DA DATA DO PEDIDO                                  ",(null),(null)
"01",32286,1,"          ***PRAZO DE ENTREGA : 50 DIAS APOS CONFIRMACAO DO PEDIDO          ",(null),(null),(null),(null)
"01",28671,1,"* PECAS EM 8640 ( A12)                                                      ",(null),(null),(null),(null)
"01",31515,0,"***PRAZO DE ENTREGA: 28/01/2022 PARA PEDIDOS APROVADOS ATE 30/11/2021.***   ",(null),(null),(null),(null)
"01",28909,0,"1) PRAZO DE ENTREGA: 25 DIAS A CONTAR DA DATA DA CONFIRMACAO DO PEDIDO      ",(null),(null),(null),(null)
"01",31583,2," **  CONDICAO DE PAGAMENTO - 30/60/90 DDL.                                  ",(null),(null),(null),(null)
"01",32286,2,"          ***PRAZO DE ENTREGA : 70 DIAS APOS CONFIRMACAO DO PEDIDO          ",(null),(null),(null),(null)
"01",32343,0,"FATURAMENTO MINIMO R$ 1.500,00                                              ","PRAZO DE ENTREGA 45 DIAS A CONTAR DA DATA DO PEDIDO.                        ",(null),(null),(null)
"01",28838,0,"* P.E: 30 DIAS A CONTAR DA DATA DO PEDIDO *                                 ",(null),(null),(null),(null)
"01",28838,1,"* ESPCIF.: SCHNEIDER XX230A21 PA00M12 *                                     ",(null),(null),(null),(null)
"01",30659,5,"         *BATEDOR UF-PG76-MEO-0763-F001- ASTMA48 CL 30 (C2) -360KG - 2 PECAS",(null),(null),(null),(null)
"01",30853,0,"PEDIDO CONFORME SOLICITADO PELO DIOGO ENGENHARIA                            ",(null),(null),(null),(null)
"01",32463,0,"ENVIAR CADA CONJUNTO MONTADO - QUALQUER DUVIDA CONTATO DIOGO ENGENHARIA     ","PRAZO DE ENTREGA 60 DIAS A CONTAR DA DATA DO PEDIDO.                        ",(null),(null),(null)
"01",30858,0,"   ****PRAZO DE ENTREGA: 120 DIAS APOS CONFIRMACAO DO PEDIDO****            ",(null),(null),(null),(null)
"01",27026,0,"CERTIF. DE ANALISE QUIM.                                                    ","PRAZO DE ENTREGA: 20 DIAS APOS O RECEBIMENTO DO PEDIDO DE COMPRAS           ",(null),(null),(null)
"01",25302,0,"1) PRAZO DE ENTREGA: 15 DIAS A CONTAR DA DATA DA CONFIRMACAO DO PEDIDO      ","2) COND. PAGTO: NA LIBRACAO PARA CARREGAMENTO                               ",(null),(null),(null)
"01",32334,0,"1) DADOS P/ PAGAMENTO: BANCO DAYCOVAL(707) /  AG. 0001 /  C/C. 000735625-2  ","2) CONFIRMAR PAGAMENTO                                                      ","3) CONFIRMAR TRANSPORTADORA                                                 ",(null),(null)
"01",26821,2,"ORCAR A TELA COM MALHA DE 24 MM NAO TEM CADASTRO NO SISTEMA.                ",(null),(null),(null),(null)
"01",31657,1,"      **CARRETEL REDUCAO D3-500-34 M041R00 ITENS1/2-ASTM A532 CL II TP A(B5)",(null),(null),(null),(null)
"01",28494,0," 1) PRAZO DE ENTREGA 15 DIAS A CONTAR PELO PEDIDO                           ",(null),(null),(null),(null)
"01",31760,0," ** ** PRAZO DE ENTREGA 70 DIAS A CONTAR DA DATA DO PEDIDO.                 ",(null),(null),(null),(null)
"01",32334,1,"       ***PRAZO DE ENTREGA: 65 DIAS APOS CONFIRMACAO                        ",(null),(null),(null),(null)
"01",25366,1,"SEMI ANEL DIAM. 775 X DIAM 600 L+ 110 MM MAT 13 CRMO4-5 (WC6)MBJ-A31        ",(null),(null),(null),(null)
"01",30789,1," ** PRAZO DE ENTREGA 50 DIAS A CONTAR DA DATA DO PEDIDO.                    ",(null),(null),(null),(null)
"01",25366,2,"SEMI ANEL DESENHO 1.99.0667.00.0 REV. 1 MAT 13 CRMO4-5                      ",(null),(null),(null),(null)
"01",30789,2," ** PRAZO DE ENTREGA 50 DIAS A CONTAR DA DATA DO PEDIDO.                    ",(null),(null),(null),(null)
"01",32358,8,"  ** 100X 100 - ENVIAR MONTADO                                              ",(null),(null),(null),(null)
"01",32334,2,"       ***PRAZO DE ENTREGA: 65 DIAS APOS CONFIRMACAO                        ",(null),(null),(null),(null)
"01",30789,3," ** PRAZO DE ENTREGA 10 DIAS A CONTAR DA DATA DO PEDIDO.                    ",(null),(null),(null),(null)
"01",31402,0,"DADOS PARA DEPOSITO BANCO DAYCOVAL (707)AG. 0001 -   C/C ? 000735625-2      ",(null),(null),(null),(null)
"01",32336,0,"PROPOSTA APENAS COLETA DE PRECO                                             ",(null),(null),(null),(null)
"01",32358,7," ** 200X 200 - ENVIAR MONTADO                                               ",(null),(null),(null),(null)
"01",27818,1,"* P.E: 30 DIAS A CONTAR DA DATA DO PEDIDO *                                 ",(null),(null),(null),(null)
"01",31523,0,"PRAZO DE ENTREGA 75  DIAS A CONTAR DA DATA DO PEDIDO.                       ",(null),(null),(null),(null)
"01",28257,1,"* 1 CJTO DE VALVULAS RETENCAO ÿ 16ø  CLASE 600 LBS* PESO 2.200 KG *         ",(null),(null),(null),(null)
"01",31581,0,"1) VALOR MATERIAL P/KG  R$32,30  ASTM-A148-81 GR 80-40 (MBJ A26)            ","2) PECAS SERAO PESADAS POS FUNDICAO E COBRADAS AO PRECO/KG SUPRACITADO      ","3) MODELOS POR CONTA DO CLIENTE                                             ","4) PECAS SERAO ENTREGUES BRUTAS DE FUNDICAO - SEM USINAGEM                  ","5) PRAZO DE ENTREGA: A COMBINAR                                             "
"01",28617,1,"* DISCO FUND 490X 115 PESO 170,23 KG ASTM A 217 WC 1 (A7) *                 ",(null),(null),(null),(null)
"01",31025,0,"DADOS PARA DEPOSITO BANCO DAYCOVAL (707)AG. 0001 -   C/C ? 000735625-2      ","PRAZO DE ENTREGA 25 DIAS A CONTAR DA DATA DO PEDIDO.                        ",(null),(null),(null)
"01",28257,0,"1) CERT. ANALISE QUIMICA / PROP MECANICA                                    ","2) PELO FATO SE FUNDIDO A PRIMEIRA VEZ SERA COBRADO PRECO / KG              ","3) MATERIAL WC9 ( A9) - R$ 23,20/ KG                                        ","4) P.E: 35 DIAS A CONTAR DA DATA DO MODELO/PEDIDO                           ",(null)
"01",28617,0,"P.E: 45 DIAS A CONTAR DA DATA DE CONBFIRMACAO DO MODELO/PEDIDO              ","PGTO 28 DIAS (DIAS 10,20 E 30 DO MES) VCTO DIA 1 E 10 PGTO DIA 1            ","VCTO ENTRE 11 E 20 PGTO 20 / VCTO 21 E 30 PGTO DIA 30 VCTO NO DIA 31 SERAO  ","PAGO DIA 10 DO MES SUBSEQ. COBRADO PRECO /KG, FUNDICAO 1™ VEZ               ","CERT.ANALISE QUIMICA/ PROP.MECANICA/CERT TRATAMENTO TERMICO                 "
"01",28617,2,"* CARCACA BAIXA DES. 0083016466 ASTYM A 216 GR WCB (A2) PESO 456 KG*        ",(null),(null),(null),(null)
"01",28617,3,"* CARCACA BAIXA  INF DES 0083016454 ASTM A 216  GR WCB (A2) 891 KG *        ",(null),(null),(null),(null)
"01",28617,4,"* CARCACA SUP DES 2083067650 ASTM A 217 GR WC1 (A7) PESO 1578K              ",(null),(null),(null),(null)
"01",28617,5,"*  CORPO VALVULA DN 6 "" DES 0083005901 ASTM A 217 GR WC1 (A7) 622 KG *      ",(null),(null),(null),(null)
"01",28617,6,"* GUIA HASTE VALVULA NG105-30 DES 2083034965 ASTM A 217  WC1 (A7) PESO 312 K",(null),(null),(null),(null)
"01",28618,0,"P.E: 45 DIAS A CONTAR DA DATA DE CONBFIRMACAO DO MODELO/PEDIDO              ","PGTO 28 DIAS (DIAS 10,20 E 30 DO MES) VCTO DIA 1 E 10 PGTO DIA 1            ","VCTO ENTRE 11 E 20 PGTO 20 / VCTO 21 E 30 PGTO DIA 30 VCTO NO DIA 31 SERAO  ","PAGO DIA 10 DO MES SUBSEQ. COBRADO PRECO /KG, FUNDICAO 1™ VEZ               ","CERT.ANALISE QUIMICA/ PROP.MECANICA/CERT TRATAMENTO TERMICO                 "
"01",28618,1,"*CAIXA DO MANCAL  FRONTAL DES.0083013301 ASTM A 48-30C (C2) 635 KG          ",(null),(null),(null),(null)
"01",28618,2,"* SUPORTE MANCA DES 0083016533 ASTM A 48-30 C ( C2) 110 K *                 ",(null),(null),(null),(null)
"01",28618,3,"* TAMPA MANCAL  DES 0083016521 ASTM A 48-30C (C2) PESO 62 K *               ",(null),(null),(null),(null)
"01",28618,4,"* TAMPA CAIXA MANCAL DES 1083023333 ASTM A 48-30C (C2) PESO: 106 KG *       ",(null),(null),(null),(null)
"01",28618,5,"* BRACADEIRA MANCAL DES 3083031931  308ASTM A48 30-C (C2) PESO 20 K         ",(null),(null),(null),(null)
"01",28618,6,"* SUPORTE DO REGULADOR DES 1083016687 ASTM A 48-30C (C2) PESO 40 K *        ",(null),(null),(null),(null)
"01",28618,7,"* TARUGO 356X500 ASTM A536-65-45-12 (N1) PESO 0                             ",(null),(null),(null),(null)
"01",31581,1,"     ***DESENHO SL 08616/08618 - MATERIAL ASTM A148-81 GR 80-40 (MBJ A26)   ",(null),(null),(null),(null)
"01",32059,2,"     *CUNHAS DE FIXACAO DAS MAND. ESQ/DIR - ASTM A 128 GR.A (M1) 4 PECAS    ",(null),(null),(null),(null)
"01",30170,1,"          ***PRAZO DE ENTREGA: 45 DIAS APOS CONFIRMACAO DO PEDIDO           ",(null),(null),(null),(null)
"01",31657,0,"1) VALOR MATERIAL P/KG  R$39,60  ASTM-A532 CL III TIPO A  (B5)              ","2) PECAS SERAO PESADAS POS FUNDICAO E COBRADAS AO PRECO/KG SUPRACITADO      ","3) MODELOS POR CONTA DO CLIENTE                                             ","4) PECAS SERAO ENTREGUES BRUTAS DE FUNDICAO - SEM USINAGEM                  ","5) PRAZO DE ENTREGA: A COMBINAR                                             "
"01",32461,0,"1) PRAZO DE ENTREGA - 60 DIAS APOS CONFIRMACAO DO PEDIDO                    ",(null),(null),(null),(null)
"01",28922,0,"DADOS PARA DEPOSITO BANCO BRADESCO AG: 0145-7 C/C 4144-0                    ","FAVOR ATENTAR AS DIMENSOES E DESCRICOES DO ITEM POIS N√O ACEITAMOS DEVOLUCAO",(null),(null),(null)
"01",31605,0,"PRAZO DE ENTREGA 70 DIAS A CONTAR DA DATA DO PEDIDO.                        ",(null),(null),(null),(null)
"01",27540,0,"CERTIFICADO INCLUSO: ANALISE QUIMICA                                        ","PRAZO DE ENTREGA: 21 DIAS.                                                  ",(null),(null),(null)
"01",27131,1,"     ***G245025000 GRAFAGEM PORTA AV DIN 39NICRMO4 - 520KG                  ",(null),(null),(null),(null)
"01",26416,0,"*PRECO C1 R$ 24,40 /KG                                                      ","*P.E: 45/50 DIAS A CONTAR DA DATA DE CHEGADA DO MODELO                      ","*PELO FATO DE SER FUNDIDO A PRMEIRA VEZ AS PECAS SERAO COBRADAS P/ KG       ",(null),(null)
"01",29747,0,"1) PRECO P/KG R$29,60 MAT.INOX 420 (MBJ16)                                  ","2) PECA SERA PESADA POS FUNDICAO E COBRADA AO PRECO/KG SUPRACITADO          ","3) PRAZO DE ENTREGA : A COMBINAR                                            ",(null),(null)
"01",24816,2,"*18 DIAS UTEIS A CONTAR DA DATA DO PEDIDO*                                  ",(null),(null),(null),(null)
"01",26416,1,"*CARRETEL DI 8""X200 MM DES.4.001.00430 ASTM A48M CL20 PESO 120 K            ",(null),(null),(null),(null)
"01",26416,2,"*CRUZETA DI 8""X480MM DES 3.001.00232 ASTM A48M CL20 PESO 620 K              ",(null),(null),(null),(null)
"01",24816,3,"*18 DIAS UTEIS A CONTAR DA DATA DO PEDIDO*                                  ",(null),(null),(null),(null)
"01",26416,3,"*TAMPA P/ CRUZETA D350X25 MM DES 3.001.00232  ASTM A48M CL20 PESO 70 KG     ",(null),(null),(null),(null)
"01",26416,4,"*DUTO DE GASES 8""X480MM DES.3.001.00849 ALT 033 ASTM A 48M CL20 PESO 200 K  ",(null),(null),(null),(null)
"01",26416,5,"*DUTO DE GASES 8""X2855MM DES 3.001.00849 ALT 006 ASTM A48M CL 20 PESO 560 K ",(null),(null),(null),(null)
"01",26416,6,"*DUTO DE GASES 8""X3000MM DES 4.001.01788 ASTM A48M CL 30 PESO 410 K         ",(null),(null),(null),(null)
"01",31969,1,"            ***FLANGE - ASTM A217 GR.25 (A25) 1 PC. KG?                     ",(null),(null),(null),(null)
"01",27913,1,"ACO 316L ÿ EXT 788 ÿ INT 656, ESPESSURA 76,20MM PESO 119KG  C/ 10MM SOBMTAL ",(null),(null),(null),(null)
"01",27594,0,"- PRAZO DE ENTREGA: IMEDIATO                                                ",(null),(null),(null),(null)
"01",27913,2,"ACO 316L ÿ EXT 718 ÿ INT 546, ESPESSURA 88,9MM PESO: 150KG 10MM DE SOBMTAL  ",(null),(null),(null),(null)
"01",27757,0,"1) PRIMEIRA COMPRA PAGAMENTO A VISTA                                        ","2) PELO FATO DE SER FUNDIDO A PRIMEIRA VEZ SERA COBRADO O PRECO / KG        ","3) CARGA MINIMA DE 1.000 KG  P/ MATERIAIS ASTM A 148 GR 90-60               ","4) P.E: 45 DIAS A CONTAR DA DATA DO PEDIDO/MODELO                           ","5) ASTM A148 GR 90-60 R$ 18,30 ASTM 27 GR 65-35 - R$ 18,00                  "
"01",27757,1,"*  MATERIAIS EM ASTM A 148- GR 90-60 *                                      ",(null),(null),(null),(null)
"01",28010,0,"1) PRAZO DE ENTREGA: AT… 20 DIAS A CONTAR DA DATA DA CONFIRMA«√O DO PEDIDO  ","2) PODERAO SER CARREGADAS JUNTAMENTE COM A PVA-2-1540                       ","3) CONSIDERANDO O FORNECIMENTO DE 10 PE«AS PARA QUE SE POSSA MANTER UMA ABER","TURA MINIMA DE AT… 75 MM                                                    ",(null)
"01",29747,1,"     *LUVA DE DESGASTES - P85GAM0034 - INOX 40 (MBJ16) 40KG                 ",(null),(null),(null),(null)
"01",29997,8," ***  PRAZO DE ENTREGA 40 DIAS A CONTAR DA  DATA DO PEDIDO.                 ",(null),(null),(null),(null)
"01",29747,2,"     *CABECOTE DE ENTRADA - P85GAM2803 - INOX 40 (MBJ16) 372KG              ",(null),(null),(null),(null)
"01",27757,2,"* MATERIAIS EM ASTM A 28 GR 65-35 *                                         ",(null),(null),(null),(null)
"01",27393,0,"- PRAZO DE ENTREGA: IMEDIATO                                                ",(null),(null),(null),(null)
"01",27913,0,"1) PELO FATO DE SER FUNDIDO A PRIMEIRA VEZ SERA COBRADO PRECO /KG           ","2) P.E: 30/35 DIAS A CONTAR DA DATA DE ENTREGA DO MODELO/PEDIDO.            ","3) MATERIAL A316 L (I4).                                                    ",(null),(null)
"01",30061,0,"1) PRECO MATERIAL/KG R$65,70 - ASTM A 351A/351M-03 GR HK40 (MBJ R4)         ","1) PRECO MATERIAL/KG R$42,40 - ASTM A   297A / 297M - GR HC (MBJ R5)        ","2) AS PECAS SERAO PESADAS POS FUNDICAO E COBRADAS AO PRECO/KG SUORACITADO   ","3) PRAZO DE ENTREGA : A COMBINAR                                            ",(null)
"01",28287,0,"1) PRAZO DE ENTREGA: 15 DIAS A CONTAR DA DATA DA CONFIRMACAO DO PEDIDO      ","2) NAO TEMOS EM NOSSA LINHA DA FABRICACAO, A CONTRA CUNHA PARA REBRITADOR   ","FA«O                                                                        ",(null),(null)
"01",31951,0,"1) COND. PAGTO: 28/42 DDL DEVENDO SER POSTERIOR AO QUINTO DIA UTIL E        ","POSTERIOR AO DIA 20 DE CADA MES.                                            ","PORTANTO, O VENCIMENTO DEVERA SE DAR DENTRE OS DIAS 07 E 19 E DIAS 21 A 31. "," *** PRAZO DE ENTREGA 10 DIAS A CONTAR DA DATA DO PEDIDO.                   ",(null)
"01",31969,0,"1) VALOR MATERIAL P/KG  R$39,90  ASTM-A217 GR.25 (A25)                      ","2) PECAS SERAO PESADAS POS FUNDICAO E COBRADAS AO PRECO/KG SUPRACITADO      ","3) MODELOS POR CONTA DO CLIENTE                                             ","4) PECAS SERAO ENTREGUES BRUTAS DE FUNDICAO - SEM USINAGEM                  ","5) PRAZO DE ENTREGA: A COMBINAR                                             "
"01",28277,0,"1) PRAZO DE ENTREGA: IMEDIATO, SALVO VENDA PREVIA                           ",(null),(null),(null),(null)
"01",31970,0,"COND PAGAMENTO - 07 DIAS                                                    ","PRAZO DE ENTREGA 45  DIAS A CONTAR DA DATA DO PEDIDO.                       ",(null),(null),(null)
"01",30201,1,"           *****PRAZO DE ENTREGA: 30 DIAS APOS CONFIRMACAO DO PEDIDO        ",(null),(null),(null),(null)
"01",29926,0,"1) DADOS BANCARIO: BANCO BRADESCO - AG.: 0145-7  / C/C.: 4144-0             ","2) CONFIRMAR PAGAMENTO                                                      ",(null),(null),(null)
"01",28922,1,"****PRAZO DE ENTREGA 30 DIAS A CONTAR DA  DATA DO PEDIDO.                   ",(null),(null),(null),(null)
"01",27131,2,"     ***G245004000 GRAFAGEM PORTA AV DIN 39NICRMO4 - 480KG                  ",(null),(null),(null),(null)
"01",30201,2,"           *****PRAZO DE ENTREGA: 30 DIAS APOS CONFIRMACAO DO PEDIDO        ",(null),(null),(null),(null)
"01",30123,0,"1) COND PGTO: 30/60/90 DIAS, PGTOS EFETUADOS SOMENTE NOS DIAS 10/20/30,     ","BOLETO BANCO ENVIADO EM VIAS ORIGINAIS COM ANTECEDENCIA MINIMA DE 10 DIAS   ","2) PRECO MATERIAL: ASTM A193 GR B16-R$ 43,00/KG COM MODELOS INCLUSOS        ","3) PECAS SERAO PESADAS POS FUNDICAO E COBRADAS AO PRECO/KG SUPRA CITADO     ","4) PRAZO DE ENTREGA: 45 DIAS                                                "
"01",30082,0,"    *****PRAZO DE ENTREGA: 35 DIAS APOS CONFIRMACAO DO PEDIDO*****          ",(null),(null),(null),(null)
"01",30123,1,"          *TARUGO ÿ8"" X 1000MM - ASTM A193 - GR B16 - 255KG                 ",(null),(null),(null),(null)
"01",30123,2,"          *TARUGO ÿ10"" X 700MM - ASTM A193 - GR B16 - 398KG                 ",(null),(null),(null),(null)
"01",26074,1,"*P.E: 10 DIAS A CONTAR DA DATA DE CONFIRMACAO DO PEDIDO                     ",(null),(null),(null),(null)
"01",26897,3,"*P.E: 15 DIAS A CONTAR DA DATA DE CONFIRMACAO DO PEDIDO.                    ",(null),(null),(null),(null)
"01",28721,5,"       ***PRAZO DE ENTREGA: 30 DIAS APÛS APROVAÁ„O DO PEDIDO.               ","       ***PRAZO DE ENTREGA: 30 DIAS APÛS APROVAÁ„O DO PEDIDO.               ",(null),(null),(null)
"01",28492,0,"1) SERVICOS DE CONSULTORIA PARA MELHORIAS DE PROCESSO                       ","2) DESLOCAMENTO, HOSPEDAGEM E REFEICAO, A CARGO DA PIACENTINI               ",(null),(null),(null)
"01",32237,1,"            ***CORPO - 1478 - WCB - 462KG                                   ",(null),(null),(null),(null)
"01",25735,0,"CONDICAO DE PAGTO: 50% COM O PEDIDO E 50% NA ENTREGA.                       ","PRAZO DE ENTREGA: 35 DIAS                                                   ",(null),(null),(null)
"01",31410,0,"DADOS PARA DEPOSITO BANCO DAYCOVAL (707)AG. 0001 -   C/C ? 000735625-2      ","PRAZO DE ENTREGA 75 DIAS A CONTAR DA DATA DO PEDIDO.                        ",(null),(null),(null)
"01",26837,0,"PRAZO DE ENTREGA:20 DIAS                                                    ",(null),(null),(null),(null)
"01",26897,2,"* P.E: 15 DIAS A CONTAR DA DATA DE CONFIRMACAO DO PEDIDO.                   ",(null),(null),(null),(null)
"01",29784,0,"1) DADOS BANCARIO: BANCO BRADESCO AG 0145-7 C/C 4144-0                      ","2) CONFIRMAR PAGAMENTO                                                      ","3) PRAZO DE ENTREGA: 40 DIAS APOS CONFIRMACAO DO PEDIDO                     ",(null),(null)
"01",31967,1,"       ****BUCHA CENTRAL DO CHAPEU - GG 25 (C3) - 1PC - 1291,452KG          ",(null),(null),(null),(null)
"01",32237,0,"1) VALOR MATERIAL P/KG  R$43,60  ASTM-A216 GR WCB (A2) ACIMA 100KG R$28,20 /","30KG A 100KG R$29,70 / 10KG A 30KG R$32,80 / 0KG A 10KG R$35,90             ","2) PRAZO DE ENTREGA : 3 JOGOS 30 DIAS APOS CONFIRMACAO DO PEDIDO COM MODELOS","POSTO PIACENTINI / 5JOGOS 29/04 / 4 JOGOS 13/05.                            ",(null)
"01",31430,0,"1) VALOR MATERIAL P/KG: GGG40 (N1) R$30,00 / ASTM A216 WCB (A2) R$27,70     ","2) PECAS SERAO PESADAS POS FUNDICAO E COBRADAS AO PRECO/KG SUPRACITADO      ","3) MODELOS POR CONTA DO CLIENTE                                             ","4) PECAS SERAO ENTREGUES BRUTAS DE FUNDICAO - SEM USINAGEM                  ","5) PRAZO DE ENTREGA: A COMBINAR                                             "
"01",32237,2,"            ***TAMPA - 1479 - WCB - 160KG                                   ",(null),(null),(null),(null)
"01",31985,0,"PECAS PARA O EQUIPAMENTO MM 304 DS                                          ",(null),(null),(null),(null)
"01",32237,3,"            ***CUNHA - 1481 - WCB - 53KG                                    ",(null),(null),(null),(null)
"01",27287,0,"PRAZO DE ENTREGA: 25 DIAS                                                   ",(null),(null),(null),(null)
"01",27393,5,"PRAZO: 2 PEÁAS A PRONTA ENTREGA E 2 PEÁAS PARA 25 DIAS APÛS CONFIRMAÁ„O DO P","EDIDO                                                                       ",(null),(null),(null)
"01",32237,4,"            ***CASTELO - 1480 - WCB - 57KG                                  ",(null),(null),(null),(null)
"01",27888,1,"*  PLACA ASTM A 532 II TIPO D (B4) 190X190X25 *                             ",(null),(null),(null),(null)
"01",27888,0,"1) PELO FATO DE SER FUNDIDO A PRIMEIRA VEZ, SERA COBRADO O PRECO P/ KG      ",(null),(null),(null),(null)
"01",27806,0,"1) COMPONETES APRESENTADOS NESTE ORCAMENTO SAO DE APLICACAO NA UNIDADE JSL  ",(null),(null),(null),(null)
"01",32237,5,"            ***PREME GAXETA - 2057 - WCB - 6KG                              ",(null),(null),(null),(null)
"01",27806,2,"* MANOMETRO C/ ESCALA DE 0-10 BAR * P.E: 45 DIAS A CONTAR DA DATA DO PEDIDO*",(null),(null),(null),(null)
"01",32244,0,"1) DADOS P/ PAGAMENTO: BANCO DAYCOVAL(707) /  AG. 0001 /  C/C. 000735625-2  ","2) CONFIRMAR PAGAMENTO                                                      ","3) PRAZO DE ENTREGA: 17/02/2023                                             ",(null),(null)
"01",31422,0,"1) DADOS P/ PAGAMENTO: BANCO DAYCOVAL(707) /  AG. 0001 /  C/C. 000735625-2  ","2) CONFIRMAR PAGAMENTO                                                      ","3) PRAZO DE ENTREGA: 25/01/2022                                             ",(null),(null)
"01",28802,0,"1) SERA COBRADO PRECO/KG -R$ 36,80 (A356 GR9/GR10) R$ 32,50(WC1)            ","2) PGTO 28 DIAS (DIAS 10,20 E 30 DO MES) VCTO DIA 1 E 10 PGTO DIA 1         ","VCTO ENTRE 11 E 20 PGTO 20 / VCTO 21 E 30 PGTO DIA 30 VCTO NO DIA 31 SERAO  ","PAGO DIA 10 DO MES SUBSEQ.// CET ANAL.QUI/PROP.MEC/TT/PM/US                 ","3) MODELO DEVERA CHEGAR HOJE 9/11 PARA ATENDER O PRAZO                      "
"01",28802,1,"* ANEL FUNDIDO DIAM EXT 1135( +3/-0)MM DIAM INT 745(-3/+0)MM X 300 (+1/-0MM)",(null),(null),(null),(null)
"01",28802,2,"* GUIA INF HASTE VALV REG. P/ 1155 CE DES 3080029973 74 K *                 ",(null),(null),(null),(null)
"01",28802,3,"* GUIA SUPERIOR HASTE VALV REG P/ 1155 CE DES 3080029961 PESO 74 K *        ",(null),(null),(null),(null)
"01",28802,4,"* GUIA HASTE VALV FECH. RAPIDOP/ TURBINA 1155 CE DES 3080030203 PESO 192 K *",(null),(null),(null),(null)
"01",28802,5,"*BUCHA ASTM A 217-WC1 (A7) D.EXT. 390(+ 2 A + 5MM) X250M COMP OVAL MAX 5 MM*",(null),(null),(null),(null)
"01",28941,2,"   **PRAZO DE ENTREGA 35 DIAS A CONTAR DA DATA DO PEDIDO                    ",(null),(null),(null),(null)
"01",31430,1,"             ***DESENHO D0034423 - REV. 9 - GGG40 (N1)                      ",(null),(null),(null),(null)
"01",31430,2,"             ***DESENHO 292D836BB REV 3  - ASTM A216 WCB (A2)               ",(null),(null),(null),(null)
"01",31407,0,"PRAZO DE ENTREGA 72 DIAS A CONTAR DA DATA DO PEDIDO.                        ",(null),(null),(null),(null)
"01",31421,0,"PRAZO DE ENTREGA 75 DIAS A CONTAR DA DATA DO PEDIDO.                        ",(null),(null),(null),(null)
"01",30895,0,"1) PRAZO DE ENTREGA : 40 DIAS APOS CONFIRMACAO DO PEDIDO                    ",(null),(null),(null),(null)
"01",31967,0,"1) R$/MAT.P/KG  R$33,20 GG25 (C3)/2) PRAZO ENTRGA: A COMBINAR/ 3) MODELO P/ ","CONTA CLIENTE/ 4) PECAS SERAO ENTREGUES BRUTAS DE FUNDICAO - SEM USINAGEM   ","5) PECA SERA FUNDIDA DE FORMA CONVENCIONAL ESTATICA POR GRAVIDADE COM SOBRE-","METAL DE 10MM EM CADA FACE E NOS RAIOS.                                     ","6) PECAS SERAO PESADAS POS FUNDICAO E COBRADAS AO PRECO/KG SUPRACITADO      "
"01",28996,0,"1) PRAZO DE ENTREGA: 15 DIAS A CONTAR DA DATA DA CONFIRMACAO DO PEDIDO      ","2) ROTOR COMPLETO: EIXO, DISCOS, CUBOS DOS DISCOS, MANCAIS, ROLAMENTOS E LAB","IRINTOS                                                                     ",(null),(null)
"01",29021,0,"1) FURACAO PARA LUBRIFICACAO A OLEO                                         ",(null),(null),(null),(null)
"01",27465,0,"- CERTIFICADO DE ANALISE QUIMICA                                            ","- PESO DE FATURAMENTO, CONSIDERADO PESO DE BALANCA PIACENTINI               ","- PRAZO DE ENTREGA: 25/30 DIAS APÛS CONFIRMACAO E RECEBIMENTO DOS MODELOS E ","DO PEDIDO DE COMPRAS                                                        ",(null)
"01",24582,0,"MATERIAL: ASTM A681 - D2 (MBJ-A21)                                          ","PRECO POR KG                                                                ","PRAZO DE ENTREGA: 45 DIAS DA DATA DO PEDIDO E ENTREGA DOS MODELOS.          ",(null),(null)
"01",27331,0,"IDENT.FUNDIDO,A. RELEVO.C/ MATL ESPECIF.LETRAS NG DESTAQUE                  ","A/C: FINANCEIRO -PGTO SOMENTE C/ DEPOST (FINANCEIRO@NGMETALURGICA.COM.BR    ","PGTO 28 DIAS (DIAS 10,20 E 30 DO MES) VCTO DIA 1 E 10 PGTO DIA 10           ","VCTO ENTRE 11 E 20 PGTO 20 / VCTO 21 E 30 PGTO DIA 30 VCTO NO DIA 31 SERAO  ","PAGO DIA 10 DO MES SUBSEQ. WCB (A2)R$ 26,00                                 "
"01",27208,0,"*B4 - R$ 32,61                                                              ","1) P.E: 15 DIAS A CONTAR DA CHEGADA DO MODELO                               ",(null),(null),(null)
"01",31987,0,"1) VALOR MATERIAL P/KG  R$43,60  ASTM-A128 GR C (M6)                        ","2) PECAS SERAO PESADAS POS FUNDICAO E COBRADAS AO PRECO/KG SUPRACITADO      ","3) MODELOS POR CONTA DO CLIENTE                                             ","4) PECAS SERAO ENTREGUES BRUTAS DE FUNDICAO - SEM USINAGEM                  ",(null)
